fueltype,cartype,enginesize,price,status,brand
hybrid,pickup,2.376143248912233,42850,used,Toyota
diesel,pickup,2.620340055174654,112901,new,Bmw
petrol,coupe,3.458184185298097,33630,new,Audi
electric,sedan,3.2052766232180843,83790,new,Bmw
electric,pickup,3.520660976697012,70683,new,Audi
electric,suv,3.449451926727636,25818,used,Audi
diesel,coupe,4.113154634070703,78507,used,Toyota
electric,pickup,4.935029814981974,30408,new,Hyundai
electric,pickup,3.918932313,71656,new,Toyota
electric,hatchback,2.6176637133988527,81755,new,Bmw
electric,suv,4.217786296,22578,new,Bmw
petrol,suv,2.9895712995889805,37640,used,Honda
electric,sedan,2.170262582562529,46048,new,Hyundai
petrol,pickup,3.860048324656116,112472,new,Hyundai
hybrid,hatchback,4.7371894,38222,used,Bmw
hybrid,sedan,4.451629521591348,111672,used,Audi
diesel,coupe,3.578455873488962,71068,used,Ford
electric,suv,3.744699252901351,114608,used,Toyota
petrol,sedan,4.395463699971284,102284,new,Ford
petrol,sedan,2.961946836721756,45760,new,Bmw
diesel,coupe,4.288180524093142,73775,used,Hyundai
petrol,coupe,4.376437769,90279,new,Audi
electric,hatchback,4.677813673242509,23228,used,Toyota
electric,pickup,3.1733185532525616,84616,new,Toyota
petrol,sedan,4.327157065021007,63264,used,Audi
petrol,sedan,3.4784804783137027,18738,new,Bmw
electric,sedan,4.419905859987647,106036,new,Hyundai
diesel,hatchback,4.685005442984425,42884,new,Bmw
hybrid,coupe,4.772004080626431,106789,used,Audi
petrol,suv,2.5565816853421217,36710,used,Ford
petrol,hatchback,2.954779682735327,71874,used,Toyota
diesel,coupe,4.915812290123418,53934,new,Audi
petrol,hatchback,4.617039662646317,108764,new,Honda
petrol,coupe,2.6206821879701243,115070,new,Hyundai
diesel,pickup,2.983470544151618,95856,used,Hyundai
diesel,sedan,2.7147181116937524,103788,new,Hyundai
petrol,suv,4.540083849415678,95735,new,Audi
electric,suv,2.830901944,45809,new,Bmw
diesel,coupe,3.0055128857493747,111641,new,Ford
electric,coupe,3.128469147701496,70653,new,Honda
petrol,hatchback,2.4119609489446234,51064,new,Bmw
electric,sedan,3.668674958497972,35187,used,Bmw
petrol,hatchback,2.2749066311789616,89525,new,Hyundai
diesel,pickup,3.794074873601354,44130,used,Toyota
petrol,sedan,2.2196413483426154,83530,new,Toyota
electric,pickup,4.885474586278955,21825,new,Audi
hybrid,sedan,3.4645915545773787,81654,new,Toyota
petrol,coupe,2.856688681316187,82473,new,Audi
diesel,suv,2.551239861575737,70095,used,Bmw
diesel,sedan,4.209166035321541,83976,used,Ford
hybrid,pickup,4.051250203913316,119347,new,Bmw
electric,sedan,3.1692268218797084,103042,new,Audi
diesel,pickup,4.629461199,61152,used,Toyota
electric,sedan,3.32903084,106512,new,Ford
diesel,coupe,2.3885511301601667,115217,new,Hyundai
diesel,hatchback,3.224812950660892,31806,used,Toyota
hybrid,coupe,3.138445864519252,52687,used,Bmw
hybrid,coupe,4.011296229272318,93019,used,Honda
electric,pickup,3.369154667049676,69071,new,Hyundai
petrol,coupe,3.6799483039867873,29144,used,Hyundai
electric,suv,4.969432428460074,64613,used,Bmw
electric,suv,3.665872165374067,54240,used,Toyota
hybrid,suv,4.090042931839016,92575,new,Honda
petrol,pickup,2.503323004190173,69131,new,Toyota
hybrid,coupe,2.158051994979011,29691,used,Ford
diesel,coupe,3.545408925373388,20194,used,Toyota
diesel,sedan,3.772460690811738,45166,new,Ford
electric,hatchback,2.5731501875661444,31460,used,Toyota
electric,pickup,3.373243477,107009,used,Audi
diesel,pickup,2.366181107622375,43467,new,Toyota
diesel,hatchback,4.104281980643725,81621,used,Hyundai
electric,suv,2.4658981245873357,28391,new,Audi
hybrid,pickup,4.413451404676053,61380,used,Hyundai
diesel,coupe,4.438262767895632,113080,used,Honda
hybrid,hatchback,4.469087431,82560,new,Toyota
hybrid,suv,4.395482810635512,45273,used,Audi
petrol,hatchback,4.116745265249502,93505,used,Honda
diesel,sedan,4.2497950688016015,67623,new,Hyundai
hybrid,pickup,4.012997511918259,39686,used,Bmw
hybrid,sedan,3.232131413344488,119636,used,Audi
electric,coupe,4.488140156,113446,new,Ford
electric,coupe,3.114865791218891,74497,used,Hyundai
petrol,coupe,2.240601585117648,18483,used,Audi
electric,coupe,2.275261569233092,58207,new,Ford
electric,hatchback,3.835126352890184,68965,new,Toyota
diesel,suv,2.8603579622501547,112628,used,Honda
diesel,suv,3.731467306609875,91964,used,Toyota
hybrid,coupe,2.9270990189104333,38362,used,Ford
electric,hatchback,3.468038134165793,68552,used,Audi
electric,sedan,3.654240253072516,33847,new,Ford
petrol,sedan,3.416152488592888,64753,used,Hyundai
diesel,pickup,2.739681046323575,71213,used,Ford
hybrid,coupe,3.314464968561719,68527,used,Toyota
diesel,sedan,3.322858557365919,59866,used,Bmw
diesel,sedan,2.284167469762554,60911,used,Hyundai
petrol,suv,4.370533212513246,98683,used,Hyundai
electric,suv,2.837542048524798,68116,new,Hyundai
diesel,sedan,3.559114940933072,19411,used,Toyota
petrol,hatchback,4.028551781513053,92786,new,Audi
electric,hatchback,4.080329897571826,79861,new,Hyundai
diesel,suv,3.722092709931387,88047,used,Bmw
hybrid,sedan,2.743049704438997,89621,new,Ford
hybrid,coupe,2.187963783457474,33185,used,Ford
petrol,hatchback,3.181952685982957,117051,new,Toyota
electric,coupe,3.131154227478479,118991,new,Toyota
electric,hatchback,4.611434014149263,30305,new,Toyota
hybrid,pickup,3.7430787586338368,37988,used,Bmw
electric,pickup,2.959855810741456,40855,new,Toyota
electric,sedan,3.7849883560574975,116477,used,Hyundai
petrol,pickup,2.289957190580931,112906,used,Hyundai
electric,sedan,3.314394486590879,42826,used,Honda
petrol,suv,3.788342647228774,81216,used,Audi
electric,coupe,2.447708944,40562,new,Hyundai
diesel,hatchback,4.312060660444974,18995,new,Audi
electric,sedan,4.214596831846332,39183,used,Honda
diesel,hatchback,4.726644058329559,23121,used,Bmw
petrol,coupe,2.1054782401485634,104012,used,Bmw
hybrid,sedan,4.285093000016105,97471,used,Hyundai
hybrid,coupe,3.629729174401763,34352,used,Honda
electric,pickup,3.5553917974484266,74584,new,Toyota
electric,coupe,2.228522564657018,36541,used,Ford
hybrid,hatchback,2.83485867,74368,new,Bmw
diesel,hatchback,3.6266713085276825,109077,used,Toyota
hybrid,sedan,4.361196849160981,107385,used,Bmw
diesel,coupe,3.2011156130894274,102472,used,Hyundai
hybrid,sedan,4.460321875566573,40315,used,Toyota
hybrid,sedan,4.820438768342214,35028,used,Bmw
hybrid,suv,3.613976578357521,31845,new,Ford
diesel,coupe,4.266769032599394,28348,new,Ford
petrol,coupe,2.1552088519616635,79449,new,Audi
hybrid,pickup,2.8463541044105827,84136,new,Honda
electric,pickup,2.767363795324042,107654,new,Toyota
electric,hatchback,3.2970992702672506,24485,used,Bmw
petrol,hatchback,4.083168398700387,42851,used,Toyota
petrol,pickup,3.599918925974695,91434,used,Hyundai
electric,suv,2.189507391731121,86535,used,Toyota
hybrid,pickup,4.769525804103012,59880,new,Bmw
petrol,pickup,2.1197923279668607,30999,used,Bmw
diesel,hatchback,2.165798312799228,65841,new,Ford
diesel,pickup,3.5355427919487457,33050,new,Ford
hybrid,sedan,2.1585224472623388,71230,new,Ford
electric,sedan,2.4753554488120857,109658,used,Ford
petrol,suv,3.8121022599567342,35547,used,Honda
hybrid,pickup,3.6408965663813984,27386,used,Bmw
hybrid,hatchback,2.857881467611669,92451,used,Hyundai
electric,hatchback,2.651954751386958,17556,new,Ford
electric,pickup,2.2167353065442863,118257,used,Honda
diesel,suv,2.846766063594606,96368,used,Toyota
petrol,suv,2.387428980660871,57354,new,Hyundai
hybrid,pickup,3.327329105456495,53063,used,Honda
hybrid,suv,3.9281453270777114,55620,new,Bmw
hybrid,suv,2.8444897166084995,56649,used,Toyota
hybrid,coupe,3.423477267369707,103152,used,Bmw
petrol,sedan,3.475325747342351,98985,used,Ford
diesel,hatchback,4.156269994367409,36481,new,Audi
petrol,coupe,4.122103611,33893,used,Bmw
hybrid,suv,4.062370229057252,71758,used,Bmw
hybrid,suv,2.863915473002862,83284,new,Audi
hybrid,pickup,2.652554485296183,91353,used,Ford
electric,coupe,4.523761380884232,47920,new,Hyundai
petrol,suv,3.228061418036924,65658,new,Toyota
petrol,suv,2.748082426763331,25948,new,Hyundai
diesel,sedan,4.311221801351266,62852,used,Toyota
petrol,pickup,3.423200847275767,87187,new,Bmw
petrol,hatchback,4.719322814798129,46963,used,Hyundai
petrol,suv,2.2187093154102704,48459,used,Audi
diesel,coupe,2.5449391094349663,63539,used,Honda
diesel,pickup,4.866099197810755,105993,new,Toyota
petrol,suv,2.212628847085878,78431,used,Toyota
petrol,coupe,2.138871923,111498,used,Hyundai
electric,coupe,2.7961569988394945,21475,new,Bmw
hybrid,coupe,3.123322818730613,104150,used,Hyundai
hybrid,coupe,2.6830264608982723,19594,used,Toyota
diesel,pickup,3.8875973187698807,48846,new,Bmw
diesel,coupe,3.846037862161174,59790,used,Ford
diesel,pickup,2.146018518694892,39841,new,Hyundai
hybrid,sedan,4.551201757488368,118875,used,Ford
electric,hatchback,3.033990584686627,108744,used,Toyota
electric,pickup,4.235872276459151,74980,new,Audi
electric,pickup,4.582969971119786,62559,new,Bmw
electric,hatchback,3.247501010881767,94984,new,Audi
petrol,hatchback,2.566176919335186,89312,used,Ford
petrol,coupe,3.229863727680101,65466,used,Honda
petrol,coupe,2.621626707971119,101852,used,Ford
electric,suv,3.817682372271673,35258,used,Ford
hybrid,hatchback,3.917729952209237,44157,used,Honda
electric,hatchback,3.522382224144198,16852,new,Audi
electric,hatchback,2.389339739,27505,new,Bmw
petrol,coupe,2.899450833899567,35872,used,Honda
petrol,coupe,2.441650003553181,80606,used,Honda
electric,suv,2.291308345133798,104829,used,Toyota
electric,sedan,2.3772678782890044,76970,used,Hyundai
electric,coupe,3.879066979506937,61767,used,Bmw
hybrid,pickup,3.779832636988502,43371,new,Hyundai
electric,suv,2.648739553327435,25650,used,Honda
electric,pickup,2.8137887237152275,76394,used,Honda
diesel,hatchback,3.993947800750739,29787,new,Honda
diesel,sedan,2.8372200943618746,97987,new,Audi
diesel,sedan,4.895437463,57930,used,Hyundai
petrol,coupe,4.884163703351675,51751,new,Honda
diesel,hatchback,4.047600047346278,17798,used,Toyota
petrol,sedan,2.8373344895654053,40443,used,Ford
electric,coupe,4.028015372924588,16402,used,Bmw
diesel,suv,4.113898761,91125,used,Toyota
electric,sedan,2.4026332393589853,66436,new,Bmw
diesel,hatchback,3.219699907342355,97516,new,Ford
petrol,hatchback,4.197646844905428,74349,used,Honda
hybrid,sedan,4.502005853,115200,new,Toyota
hybrid,coupe,3.034653085924844,97297,used,Ford
hybrid,sedan,3.887408257112501,30496,used,Toyota
diesel,hatchback,4.907447704171428,27243,used,Ford
hybrid,sedan,2.551394001910092,108372,used,Ford
diesel,coupe,3.0434702091790102,43256,used,Ford
petrol,suv,4.947349187985733,95335,new,Toyota
petrol,coupe,4.5551920159853605,81000,new,Toyota
petrol,coupe,4.075619458099779,88699,new,Audi
hybrid,suv,2.162469546026979,43012,new,Toyota
hybrid,pickup,2.564203774751886,47870,used,Bmw
diesel,suv,4.611152223053712,73258,used,Ford
electric,sedan,2.529158418,17330,new,Bmw
electric,suv,3.308918423947398,47722,used,Ford
diesel,coupe,3.0630881942732167,68292,used,Toyota
diesel,pickup,2.2646968508966085,36468,new,Honda
petrol,pickup,3.432852046243811,45005,new,Audi
electric,sedan,4.324559914337038,118271,new,Toyota
electric,sedan,3.003558201408411,45431,used,Ford
diesel,sedan,3.9077398093951463,109753,new,Audi
diesel,suv,2.292383393754232,112349,used,Audi
diesel,suv,2.546320173114476,85758,new,Hyundai
diesel,pickup,3.095152465156939,31061,new,Honda
hybrid,suv,2.990852966988759,36597,used,Ford
electric,coupe,4.920553997685577,113094,used,Bmw
petrol,hatchback,3.629668190703214,15155,used,Bmw
petrol,sedan,2.8712767847209637,67899,new,Toyota
diesel,sedan,3.973274378664947,77609,used,Bmw
petrol,hatchback,2.5189815915456943,103019,used,Audi
electric,pickup,2.432826983925818,108982,used,Toyota
electric,hatchback,4.809314691684936,44776,new,Toyota
diesel,sedan,4.784698515708627,67766,used,Honda
diesel,sedan,3.375568791733678,81561,used,Bmw
electric,coupe,2.7896402753851186,116344,used,Bmw
hybrid,sedan,2.373019857333586,73441,used,Bmw
hybrid,suv,3.929597778382607,27789,new,Honda
electric,coupe,3.684292093043472,112037,new,Ford
hybrid,coupe,4.558477447020084,68806,new,Bmw
petrol,pickup,2.185385405271545,33826,new,Ford
diesel,suv,2.5304918302556456,34978,new,Honda
diesel,coupe,3.012525202741745,36479,new,Ford
petrol,hatchback,3.310739243778982,90731,new,Audi
hybrid,hatchback,2.489044897706622,114641,used,Toyota
electric,hatchback,4.803665452079756,61343,new,Audi
electric,hatchback,2.5976182771253704,25286,new,Audi
hybrid,coupe,4.419034835380379,108292,new,Toyota
diesel,hatchback,4.730522385210089,81641,new,Toyota
electric,coupe,4.504506242825858,74929,new,Bmw
hybrid,sedan,4.643758018107622,21359,new,Toyota
petrol,coupe,3.994018122281149,116913,new,Hyundai
electric,pickup,3.2414103557244247,23084,new,Toyota
diesel,hatchback,4.030114307812841,79092,used,Audi
electric,hatchback,4.109346248358491,77700,used,Honda
diesel,suv,3.766228432261522,68954,used,Hyundai
petrol,pickup,3.970617401893818,72893,new,Hyundai
hybrid,coupe,4.691316663307081,56777,used,Bmw
electric,hatchback,2.955040796852752,75167,new,Bmw
electric,coupe,3.673142355992487,53203,new,Bmw
petrol,hatchback,4.476541716057375,64733,new,Bmw
diesel,sedan,3.1024678345108705,86202,used,Ford
electric,sedan,4.529730467322438,92947,used,Bmw
petrol,pickup,2.380002822518739,31101,new,Ford
diesel,sedan,4.626206296,119179,used,Honda
hybrid,pickup,2.373088501366188,25153,used,Hyundai
diesel,sedan,4.471919597929992,43957,used,Ford
petrol,suv,2.239922866500212,51416,new,Audi
petrol,hatchback,3.452580087427416,48961,new,Toyota
electric,pickup,4.724731419820113,51946,new,Honda
diesel,hatchback,3.2907606809499046,48920,new,Ford
petrol,pickup,3.924398093625934,60781,used,Hyundai
hybrid,hatchback,4.981228137274773,95143,used,Audi
electric,suv,4.406724833541395,101883,new,Honda
diesel,hatchback,4.045691887741756,51541,new,Audi
petrol,pickup,3.6119358011092486,42134,new,Honda
hybrid,hatchback,2.652255591598165,86057,new,Honda
hybrid,hatchback,2.1842070581720354,21254,new,Hyundai
petrol,suv,3.689838228276905,61818,used,Ford
hybrid,suv,3.413167692,38100,new,Bmw
diesel,hatchback,2.9571159209372646,78819,used,Toyota
diesel,coupe,2.155363914631695,23220,new,Hyundai
electric,pickup,2.284239401566808,102046,new,Ford
diesel,sedan,3.6565926512606177,43349,new,Audi
electric,hatchback,3.806704807357705,68976,new,Audi
electric,hatchback,3.556385988938278,75085,used,Toyota
hybrid,hatchback,3.0594015967019987,64893,used,Audi
electric,pickup,2.9222687431203007,62039,used,Honda
hybrid,pickup,4.129380865400993,43032,used,Toyota
electric,suv,2.232034149236201,96115,new,Hyundai
electric,hatchback,2.747234670534396,69169,new,Ford
hybrid,coupe,3.763190265813447,37656,new,Honda
petrol,hatchback,3.003062475028538,42553,used,Audi
petrol,suv,3.9161609548069816,61055,used,Audi
petrol,pickup,4.685941675354548,103574,new,Hyundai
electric,suv,3.7156098142299534,115943,new,Toyota
petrol,sedan,4.144457502827614,55830,new,Toyota
petrol,coupe,4.487310778225496,56489,new,Honda
diesel,pickup,2.7378243855071176,28556,new,Audi
hybrid,hatchback,4.909832059129174,72296,used,Audi
hybrid,hatchback,3.6509949056993096,40196,new,Bmw
petrol,suv,4.356222680239718,101053,new,Toyota
petrol,coupe,4.387259172454584,71131,new,Ford
hybrid,hatchback,2.505454001835314,38296,new,Audi
diesel,sedan,2.6905713629302417,111210,new,Audi
diesel,suv,4.352853563638991,100620,used,Honda
diesel,suv,2.765644148147416,46558,used,Hyundai
electric,suv,4.6254339120154455,27613,new,Toyota
diesel,sedan,2.211221186092549,42760,used,Honda
hybrid,sedan,4.628884482612719,54552,used,Honda
diesel,suv,4.375660717184325,57688,used,Bmw
electric,pickup,4.382107008442492,101342,new,Hyundai
diesel,hatchback,3.427936563634065,116614,used,Audi
electric,hatchback,3.565938095009252,93464,used,Bmw
hybrid,coupe,2.5295779220510006,103748,new,Honda
electric,suv,4.5904493002841456,28138,new,Hyundai
diesel,hatchback,4.078741748706031,30715,used,Honda
hybrid,coupe,3.728744103652214,110353,used,Honda
diesel,sedan,2.9838774317603494,79444,new,Bmw
hybrid,coupe,3.6080936745966903,39750,used,Bmw
hybrid,hatchback,2.299316666730165,98145,new,Honda
petrol,coupe,4.493966172989397,33371,new,Toyota
hybrid,hatchback,4.0112727031775535,95641,new,Ford
petrol,suv,3.5755414971524293,107726,used,Honda
hybrid,coupe,4.886533900797512,66328,new,Toyota
diesel,coupe,3.142703006947423,83919,used,Audi
hybrid,hatchback,4.676318588594151,91842,used,Toyota
diesel,hatchback,4.082190877270173,107436,used,Toyota
electric,hatchback,3.8284883342283487,76276,used,Toyota
hybrid,sedan,2.819241795482484,45816,used,Toyota
hybrid,hatchback,3.660937013977464,36151,used,Honda
electric,pickup,2.3846857497944915,52331,used,Hyundai
petrol,hatchback,4.394978319042505,20885,new,Hyundai
hybrid,sedan,3.8850671218248216,88359,new,Bmw
electric,coupe,3.0126909107607034,53797,new,Ford
hybrid,hatchback,4.924586108763172,89714,used,Bmw
petrol,hatchback,2.632991326013356,21503,new,Toyota
hybrid,hatchback,2.424224307,48796,used,Bmw
electric,sedan,3.130997389,56476,used,Ford
electric,coupe,2.4202108377952096,24192,used,Ford
diesel,pickup,4.012623728170002,102032,used,Bmw
hybrid,pickup,2.627774224350934,77743,used,Audi
hybrid,sedan,3.5592117030872954,103650,used,Audi
petrol,suv,4.408334956,99194,used,Toyota
hybrid,hatchback,4.562850983,18577,used,Toyota
petrol,pickup,2.517294804915247,105861,new,Hyundai
petrol,suv,4.129519293914236,22301,used,Bmw
hybrid,suv,2.7721495421270124,106472,new,Bmw
electric,coupe,3.2489200221428005,85336,new,Toyota
petrol,coupe,3.9430465583527674,101040,new,Audi
hybrid,hatchback,3.621743332472363,67499,used,Bmw
hybrid,pickup,3.577216958437212,31816,new,Hyundai
electric,hatchback,4.039070354686363,30682,new,Audi
diesel,sedan,4.885746676082065,27465,new,Ford
hybrid,suv,4.168341356747384,99580,new,Ford
hybrid,pickup,2.5487831386840907,71025,used,Bmw
electric,suv,2.687219803303884,37732,used,Ford
diesel,hatchback,2.1771972276783904,28109,used,Hyundai
electric,pickup,4.860922286478859,23205,new,Hyundai
diesel,suv,3.344087730885322,42099,used,Ford
electric,sedan,4.970840934088061,93698,new,Toyota
hybrid,coupe,3.8630296562722606,108703,new,Ford
electric,hatchback,2.7668040394562188,78853,used,Ford
petrol,coupe,4.546831919037285,119549,new,Ford
hybrid,pickup,4.276760622145472,56416,new,Ford
electric,sedan,2.275538507969948,49913,new,Bmw
electric,hatchback,2.525344882671328,87736,new,Honda
diesel,suv,3.6757490620100928,29140,new,Hyundai
hybrid,pickup,3.5569972532908247,110694,used,Bmw
diesel,coupe,3.157574473703797,96915,new,Ford
diesel,sedan,2.132691026303554,18589,used,Bmw
electric,sedan,4.229508254,34659,used,Hyundai
petrol,sedan,3.564869502220241,80906,used,Honda
petrol,coupe,2.198038642095561,92547,new,Hyundai
petrol,coupe,4.767529277832226,37907,used,Ford
hybrid,sedan,2.4969885262324456,93429,used,Hyundai
electric,pickup,2.4697887293529672,64784,used,Honda
petrol,suv,3.4414818122362214,85899,used,Audi
electric,suv,4.588395165140216,59518,used,Ford
hybrid,hatchback,3.718624888156081,62696,used,Bmw
petrol,pickup,4.703797631153166,55947,new,Audi
hybrid,hatchback,2.3117884094552776,31479,used,Hyundai
hybrid,hatchback,3.867686317198087,34987,new,Honda
petrol,sedan,4.956657969072637,32606,used,Bmw
hybrid,coupe,3.877654336885592,99278,used,Audi
diesel,suv,2.600607365236777,59442,used,Audi
hybrid,suv,4.359029547381336,54849,used,Toyota
hybrid,pickup,2.929562138680592,104844,used,Hyundai
hybrid,coupe,2.5389307120868017,108155,new,Ford
electric,suv,2.560509063080087,39567,used,Toyota
petrol,suv,3.717237819570423,52240,used,Bmw
electric,hatchback,2.202789443863336,58232,used,Hyundai
diesel,sedan,3.685611011926597,103169,new,Hyundai
hybrid,pickup,2.389516901431601,85520,new,Ford
diesel,pickup,3.145155672574895,72168,new,Hyundai
DIESEL,HATCHBACK,3.4,66645,USED,Mercedes
DIESEL,COUPE,2.4,12921,USED,Hyundai
DIESEL,SUV,3.6,29904,NEW,Renault
ELECTRIC,HATCHBACK,3.2,16887,USED,Ford
ELECTRIC,PICKUP,1.5,81745,NEW,Nissan
PETROL,CROSSOVER,3.9,85618,NEW,Ford
PETROL,COUPE,3.3,59440,USED,Kia
DIESEL,HATCHBACK,3.4,44450,USED,Toyota
DIESEL,SEDAN,1.6,94229,USED,Mercedes
PETROL,SEDAN,2.5,76268,USED,Skoda
PETROL,PICKUP,2.2,52840,USED,Nissan
PETROL,PICKUP,3.8,21483,USED,Audi
HYBRID,PICKUP,3,30512,USED,Nissan
DIESEL,COUPE,3.5,45629,USED,Toyota
ELECTRIC,SUV,2.4,49265,USED,Audi
DIESEL,PICKUP,1.8,14369,NEW,Honda
PETROL,HATCHBACK,2.8,34432,NEW,Mercedes
DIESEL,SEDAN,1.4,46898,USED,Toyota
PETROL,CROSSOVER,3.5,95264,USED,Mazda
ELECTRIC,HATCHBACK,3,55681,NEW,Volvo
ELECTRIC,COUPE,3.3,62948,USED,Ford
HYBRID,SEDAN,2.2,26526,NEW,Audi
DIESEL,COUPE,3.9,98451,NEW,Volvo
PETROL,HATCHBACK,3.7,24248,NEW,Audi
HYBRID,PICKUP,3.4,18767,NEW,Hyundai
HYBRID,HATCHBACK,1.7,49073,USED,Honda
ELECTRIC,COUPE,2.5,83229,NEW,Lexus
PETROL,CROSSOVER,1.3,71257,USED,Honda
PETROL,COUPE,1.6,27559,NEW,Mazda
DIESEL,CROSSOVER,3.1,78931,USED,Honda
HYBRID,SUV,3.3,76354,NEW,Chevrolet
HYBRID,CROSSOVER,3.9,96421,USED,Hyundai
ELECTRIC,CROSSOVER,2.1,45088,USED,Honda
DIESEL,SUV,2.2,10815,USED,Bmw
PETROL,CROSSOVER,2.5,21474,NEW,Hyundai
DIESEL,HATCHBACK,1.7,74074,USED,Audi
HYBRID,SUV,1.6,34038,NEW,Audi
HYBRID,COUPE,2.5,57408,NEW,Mercedes
ELECTRIC,CROSSOVER,1.8,32813,USED,Bmw
PETROL,SEDAN,3.1,52384,USED,Bmw
HYBRID,SUV,2.4,83544,NEW,Bmw
ELECTRIC,HATCHBACK,3.5,86277,USED,Hyundai
PETROL,CROSSOVER,3.2,85044,NEW,Lexus
HYBRID,CROSSOVER,2.1,73514,USED,Audi
DIESEL,PICKUP,3.5,73046,NEW,Toyota
DIESEL,PICKUP,3.5,25092,USED,Honda
DIESEL,SEDAN,2.3,44612,NEW,Subaru
PETROL,HATCHBACK,2,36294,USED,Chevrolet
HYBRID,SEDAN,3.1,23595,USED,Chevrolet
PETROL,CROSSOVER,1.6,53594,USED,Chevrolet
PETROL,SEDAN,1.8,46240,USED,Mazda
HYBRID,SUV,1.2,62500,NEW,Honda
PETROL,HATCHBACK,3.4,57951,USED,Bmw
ELECTRIC,HATCHBACK,3.1,83447,NEW,Kia
DIESEL,HATCHBACK,3.2,29398,USED,Jaguar
ELECTRIC,PICKUP,3.4,37240,NEW,Toyota
ELECTRIC,HATCHBACK,2.5,63007,NEW,Jaguar
PETROL,PICKUP,2.8,98789,USED,Ford
HYBRID,CROSSOVER,1.6,96761,USED,Ford
DIESEL,HATCHBACK,1.5,94830,NEW,Honda
PETROL,SEDAN,3.1,67679,USED,Nissan
HYBRID,CROSSOVER,2.5,94300,USED,Toyota
PETROL,PICKUP,2.8,64915,NEW,Honda
PETROL,HATCHBACK,3.3,46953,USED,Nissan
DIESEL,CROSSOVER,3,99331,NEW,Nissan
ELECTRIC,COUPE,2.8,38017,NEW,Nissan
ELECTRIC,SEDAN,2.8,67816,NEW,Bmw
ELECTRIC,HATCHBACK,2.1,90617,NEW,Audi
HYBRID,SUV,1.3,58232,NEW,Mercedes
DIESEL,CROSSOVER,2.4,17269,NEW,Kia
HYBRID,SEDAN,1.8,11012,NEW,Bmw
DIESEL,HATCHBACK,2.3,86970,NEW,Kia
DIESEL,CROSSOVER,3.6,32955,USED,Toyota
DIESEL,COUPE,1.9,84641,NEW,Kia
ELECTRIC,SEDAN,1.4,91874,USED,Toyota
PETROL,CROSSOVER,2,94315,USED,Kia
ELECTRIC,SUV,2,32982,USED,Nissan
DIESEL,CROSSOVER,3.1,62132,NEW,Honda
PETROL,SUV,2.8,94808,NEW,Mercedes
PETROL,SEDAN,3.4,41524,USED,Bmw
DIESEL,HATCHBACK,3.1,31370,USED,Kia
PETROL,SEDAN,2.3,45492,USED,Chevrolet
PETROL,CROSSOVER,3.5,42598,USED,Hyundai
ELECTRIC,SUV,1.7,23714,USED,Audi
PETROL,CROSSOVER,1.3,24132,NEW,Chevrolet
PETROL,SUV,1.5,35878,NEW,Toyota
ELECTRIC,SEDAN,3.2,86474,USED,Mercedes
HYBRID,HATCHBACK,2.5,85203,USED,Ford
DIESEL,HATCHBACK,1.7,65201,USED,Toyota
HYBRID,SUV,2.6,23846,NEW,Mazda
HYBRID,COUPE,1.6,43546,USED,Mercedes
ELECTRIC,PICKUP,3.1,13288,USED,Renault
PETROL,SUV,2.4,64560,NEW,Chevrolet
DIESEL,COUPE,2.3,53611,NEW,Toyota
PETROL,CROSSOVER,2,98554,NEW,Kia
DIESEL,SUV,3,40436,NEW,Mercedes
ELECTRIC,SUV,2.2,23373,NEW,Volvo
DIESEL,CROSSOVER,1.4,51682,USED,Hyundai
HYBRID,CROSSOVER,1.5,21987,NEW,Bmw
DIESEL,HATCHBACK,3.9,31381,NEW,Jeep
DIESEL,HATCHBACK,3.7,44675,NEW,Audi
HYBRID,CROSSOVER,3.2,98119,NEW,Chevrolet
ELECTRIC,CROSSOVER,1.9,81028,NEW,Nissan
DIESEL,SUV,3.9,95348,USED,Bmw
DIESEL,SEDAN,3.4,20188,NEW,Ford
HYBRID,HATCHBACK,3.2,49360,USED,Ford
DIESEL,CROSSOVER,2.5,67774,NEW,Kia
PETROL,SEDAN,2,45157,NEW,Nissan
DIESEL,CROSSOVER,1.5,40592,USED,Lexus
DIESEL,SEDAN,3.7,76097,USED,Kia
PETROL,COUPE,2.5,78313,NEW,Bmw
PETROL,PICKUP,1.8,23014,NEW,Nissan
ELECTRIC,HATCHBACK,2.1,48405,NEW,Ford
PETROL,PICKUP,2.8,56036,NEW,Ford
PETROL,SEDAN,1.7,42229,NEW,Bmw
ELECTRIC,SEDAN,3.6,53672,USED,Renault
DIESEL,COUPE,3.3,79728,NEW,Subaru
PETROL,COUPE,3.2,25071,USED,Mercedes
ELECTRIC,HATCHBACK,2.4,82265,NEW,Volvo
PETROL,HATCHBACK,3,80444,NEW,Lexus
DIESEL,PICKUP,2.8,35609,NEW,Volkswagen
ELECTRIC,PICKUP,3,58951,NEW,Audi
PETROL,COUPE,1.4,31363,USED,Kia
PETROL,SUV,2.4,55183,USED,Nissan
ELECTRIC,SUV,1.3,11899,NEW,Audi
PETROL,CROSSOVER,2.6,95048,USED,Kia
DIESEL,HATCHBACK,2.1,11997,USED,Chevrolet
DIESEL,PICKUP,1.6,35219,NEW,Toyota
HYBRID,SEDAN,1.5,53025,NEW,Chevrolet
DIESEL,HATCHBACK,2.8,63739,USED,Volkswagen
